state,pollster,sponsor,start.date,end.date,entry.date.time..et.,number.of.observations,population,mode,biden,trump,biden_margin,other,undecided,url,include,notes
ME,Pan Atlantic Research,,10/2/2020,10/6/2020,10/15/2020 12:15:00,600,lv,Online,50,40,10,,,https://drive.google.com/file/d/1sI71fH_b6IKecmMtqlACiYc8ODAZ6R1P/view,TRUE,
AZ,Monmouth University,,10/9/2020,10/13/2020,10/15/2020 12:15:00,502,lv,Live Phone,50,45,5,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_az_101520.pdf/,TRUE,average of lv filters
VA,Civiqs,,10/11/2020,10/14/2020,10/15/2020 8:26:00,1231,lv,Online,55,42,13,,,https://civiqs.com/documents/Civiqs_DailyKos_VA_banner_book_2020_10_48z9k2.pdf,TRUE,
NC,Civiqs,,10/11/2020,10/14/2020,10/15/2020 8:26:00,1211,lv,Online,51,46,5,,,https://civiqs.com/documents/Civiqs_DailyKos_NC_banner_book_2020_10_g32na7.pdf,TRUE,
CO,Civiqs,,10/11/2020,10/14/2020,10/15/2020 8:26:00,1013,lv,Online,54,42,12,,,https://civiqs.com/documents/Civiqs_DailyKos_CO_banner_book_2020_10_mk0d15.pdf,TRUE,
IA,Data for Progress,,10/8/2020,10/11/2020,10/15/2020 8:26:00,822,lv,Online,47,48,-1,,,https://filesforprogress.org/memos/2020-senate-project/week-4/IA.pdf,TRUE,
AZ,OH Predictive Insights,,10/4/2020,10/8/2020,10/15/2020 8:26:00,608,lv,Online,49,45,4,4,,https://f.hubspotusercontent40.net/hubfs/7453540/201005_AZPOP/PR_Arizona%20Public%20Opinion%20Pulse%20Toplines%20and%20Crosstabs%20(1).pdf?utm_medium=email&_hsmi=97443604&_hsenc=p2ANqtz-8YKdQGdcjhrShEJfsBc7JTFdlklT1RodoeG-nMmCGHWRDUFwNlhUCpC0Qyjh4DQGGGyPyUZaS7ikUHptXoT6cVk8q7kfO-4hRg1rAyzImJPZbVBeA&utm_content=97443604&utm_source=hs_email,TRUE,
VA,Reconnect Research,Roanoke College,9/30/2020,10/12/2020,10/15/2020 8:26:00,602,lv,IVR,53,38,15,,,https://www.roanoke.edu/about/news/reconnect_research_roanoke_college_va_poll,TRUE,
--,NBC News/Wall Street Journal,,10/9/2020,10/12/2020,10/15/2020 1:26:00,1000,rv,Live Phone,53,42,11,,,https://s.wsj.net/public/resources/documents/WSJNBCPoll-Mid-October-2020.pdf,TRUE,
--,Ipsos,Reuters,10/9/2020,10/13/2020,10/14/2020 23:19:00,882,lv,Online,51,41,10,,,https://www.ipsos.com/en-us/reutersipsos-core-political-survey-general-election-tracker-10142020,TRUE,
SC,Data for Progress,,10/8/2020,10/11/2020,10/14/2020 23:19:00,801,lv,Online,43,52,-9,,,https://filesforprogress.org/memos/2020-senate-project/week-4/SC.pdf,TRUE,
GA,Data for Progress,,10/8/2020,10/11/2020,10/14/2020 23:19:00,782,lv,Online,46,46,0,,,https://filesforprogress.org/memos/2020-senate-project/week-4/GA.pdf,TRUE,
FL,Clearview Reseach,,10/7/2020,10/12/2020,10/14/2020 23:19:00,550,lv,Live Phone,47,40,7,,,https://www.scribd.com/document/480085559/SW-Poll-Memo-v2-9326,TRUE,
AZ,Ipsos,,10/7/2020,10/14/2020,10/14/2020 17:19:00,667,lv,Online,50,46,4,,,https://www.reuters.com/article/us-usa-election-battlegrounds-poll-idUSKBN26Z30H,TRUE,
FL,Ipsos,,10/7/2020,10/14/2020,10/14/2020 17:19:00,654,lv,Online,49,47,2,,,https://www.reuters.com/article/us-usa-election-battlegrounds-poll-idUSKBN26Z30H,TRUE,
--,Redfield & Wilton Strategies,,10/10/2020,10/10/2020,10/14/2020 15:17:00,2000,lv,Online,49,41,8,,,https://redfieldandwiltonstrategies.com/latest-usa-voting-intention-october-10/?utm_source=rss&utm_medium=rss&utm_campaign=latest-usa-voting-intention-october-10,TRUE,
IN,SurveyUSA,,10/8/2020,10/13/2020,10/14/2020 15:17:00,685,lv,Online,42,49,-7,,,http://www.surveyusa.com/client/PollReport.aspx?g=b43d4853-1fb2-40f3-9d2d-9ccee830cd99,TRUE,
WI,David Binder Research,,10/10/2020,10/13/2020,10/14/2020 15:17:00,220,lv,Live Phone,53,43,10,,,https://twitter.com/focusonrural/status/1316449310536540168?s=20,TRUE,
MN,David Binder Research,,10/10/2020,10/13/2020,10/14/2020 15:17:00,220,lv,Live Phone,52,41,11,,,https://twitter.com/focusonrural/status/1316449310536540168?s=20,TRUE,
IA,David Binder Research,,10/10/2020,10/13/2020,10/14/2020 15:17:00,220,lv,Live Phone,44,50,-6,,,https://twitter.com/focusonrural/status/1316449310536540168?s=20,TRUE,
OH,Quinnipiac University,,10/8/2020,10/12/2020,10/14/2020 14:17:00,1160,lv,Live Phone,48,47,1,,,https://poll.qu.edu/georgia/release-detail?ReleaseID=3679,TRUE,
GA,Quinnipiac University,,10/8/2020,10/12/2020,10/14/2020 14:17:00,1040,lv,Live Phone,51,44,7,,,https://poll.qu.edu/georgia/release-detail?ReleaseID=3679,TRUE,
NC,NYT/Siena College,,10/9/2020,10/13/2020,10/14/2020 13:19:00,627,lv,Live Phone,46,42,4,,,https://int.nyt.com/data/documenttools/nc100920-crosstabs/3bf558d7ca17e9de/full.pdf,TRUE,
FL,St Pete Polls,,10/11/2020,10/12/2020,10/14/2020 12:33:00,2215,lv,IVR,49,47,2,,,http://stpetepolls.org/files/StPetePolls_2020_State_President_October12_H5NX8.pdf,TRUE,
MT,Montana State University Bozeman,,9/14/2020,10/2/2020,10/14/2020 12:33:00,1615,lv,Online,44,51,-7,,,https://helpslab.montana.edu/documents/treasure_state_2020_election_surveys/President_Overview_Final_11Oct2020.pdf,TRUE,
FL,Trafalgar Group,,10/11/2020,10/13/2020,10/14/2020 12:33:00,1051,lv,IVR,46,48,-2,2,,https://drive.google.com/file/d/1Qu-33_lbge1B0e2q1viGRZzVQpQkFqSq/view,TRUE,
LA,Trafalgar Group,,10/4/2020,10/6/2020,10/14/2020 12:33:00,1048,lv,IVR,36,54,-18,3,,https://drive.google.com/file/d/1jcW2ZbuDoGIGuGBZK330S9rC02fQeofz/view,TRUE,
PA,RMG Research,,10/7/2020,10/12/2020,10/14/2020 12:33:00,800,lv,Online,49,43,6,1,,http://politicaliq.com/2020/10/14/pa-biden-49-trump-43/,TRUE,
GA,SurveyUSA,,10/8/2020,10/12/2020,10/14/2020 12:33:00,677,lv,Online,48,46,2,,,http://www.surveyusa.com/client/PollReport.aspx?g=b396b793-781d-4382-9ada-fc4cc50dacb6,TRUE,
--,YouGov,Economist,10/11/2020,10/13/2020,10/14/2020 8:33:00,1333,lv,Online,52,42,10,1,4,https://today.yougov.com/topics/economist/survey-results,TRUE,
MI,EPIC-MRA,,10/8/2020,10/12/2020,10/14/2020 8:33:00,600,lv,Live Phone,48,39,9,,,https://www.woodtv.com/wp-content/uploads/sites/51/2020/10/2020-OCTOBER-FIRST-MEDIA-WEDNESDAY-FREQUENCY.pdf,TRUE,
NH,Suffolk University,,10/8/2020,10/12/2020,10/14/2020 8:33:00,500,lv,Live Phone,51,41,10,2,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/new-hampshire/2020/10_14_2020_tables_pdftxt.pdf?la=en&hash=A14911E2705329E0118A8C1B19ECE20CFECB35CA,TRUE,
FL,RMG Research,,10/4/2020,10/8/2020,10/13/2020 19:41:00,800,lv,Online,48,46,2,2,,http://politicaliq.com/2020/10/13/florida-biden-48-trump-46/,TRUE,
NC,RMG Research,,10/7/2020,10/11/2020,10/13/2020 19:41:00,800,lv,Online,47,45,2,3,,http://politicaliq.com/2020/10/13/north-carolina-biden-47-trump-45/,TRUE,
NH,University of New Hampshire,,10/9/2020,10/12/2020,10/13/2020 17:41:00,699,lv,Live Phone,55,43,12,,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1617&context=survey_center_polls,TRUE,
NC,SurveyUSA,,10/8/2020,10/11/2020,10/13/2020 17:41:00,669,lv,Online,50,45,5,,,https://wwwcache.wral.com/asset/news/state/nccapitol/2020/10/13/19334272/PollPrint-DMID1-5oiabcwp9.pdf,TRUE,
NC,Ipsos,,10/7/2020,10/13/2020,10/13/2020 17:41:00,660,lv,Online,48,48,0,2,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_north_carolina_state_poll_w3_10_13_20.pdf,TRUE,
MI,Ipsos,,10/7/2020,10/13/2020,10/13/2020 17:41:00,620,lv,Online,51,44,7,4,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_michigan_state_poll_w3_10_13_2020.pdf,TRUE,
WV,Research America Inc.,,10/1/2020,10/6/2020,10/13/2020 17:41:00,450,lv,IVR,39,53,-14,5,,https://www.documentcloud.org/documents/7228688-WV-Poll-10-13-Release.html,TRUE,
--,Opinium,,10/8/2020,10/12/2020,10/13/2020 11:18:00,1397,lv,Online,57,40,17,,,https://www.opinium.com/resource-center/biden-extends-lead-over-trump-to-17-points/,TRUE,
PA,Trafalgar Group,,10/10/2020,10/12/2020,10/13/2020 11:18:00,1034,lv,IVR,47,45,2,,,https://drive.google.com/file/d/1zZdYPhVEQQ9ZATepZLjVA-RZbwMCoLuQ/view,TRUE,
MO,YouGov,,9/24/2020,10/7/2020,10/13/2020 11:18:00,931,lv,Online,43,52,-9,,,https://www.dropbox.com/s/8k0pvsrbbzcy8p6/slu-poll-october2020-toplineresults.pdf?dl=0,TRUE,
NV,WPA Intelligence,Nevada Review-Journal / AARP Nevada,10/7/2020,10/11/2020,10/13/2020 11:18:00,512,lv,Live Phone,44,42,2,4,,https://www.reviewjournal.com/news/politics-and-government/nevada/the-nevada-poll-trump-biden-virtually-tied-2148801/,TRUE,
NC,Monmouth University,,10/8/2020,10/11/2020,10/13/2020 11:18:00,500,lv,Live Phone,50,47,3,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_nc_101320.pdf/,TRUE,Average of LV screens
--,Morning Consult,,10/9/2020,10/11/2020,10/13/2020 8:38:00,16045,lv,Online,51,43,8,,,https://morningconsult.com/2020-presidential-election-tracker/,TRUE,
FL,Morning Consult,,10/2/2020,10/11/2020,10/13/2020 8:38:00,4785,lv,Online,51,46,5,,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,TRUE,
TX,Morning Consult,,10/2/2020,10/11/2020,10/13/2020 8:38:00,3455,lv,Online,47,49,-2,,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,TRUE,
PA,Morning Consult,,10/2/2020,10/11/2020,10/13/2020 8:38:00,2610,lv,Online,52,44,8,,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,TRUE,
OH,Morning Consult,,10/2/2020,10/11/2020,10/13/2020 8:38:00,2283,lv,Online,46,49,-3,,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,TRUE,
NC,Morning Consult,,10/2/2020,10/11/2020,10/13/2020 8:38:00,1993,lv,Online,50,46,4,,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,TRUE,
GA,Morning Consult,,10/2/2020,10/11/2020,10/13/2020 8:38:00,1837,lv,Online,47,49,-2,,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,TRUE,
MI,Morning Consult,,10/2/2020,10/11/2020,10/13/2020 8:38:00,1710,lv,Online,51,44,7,,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,TRUE,
AZ,Morning Consult,,10/2/2020,10/11/2020,10/13/2020 8:38:00,1144,lv,Online,49,46,3,,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,TRUE,
WI,Morning Consult,,10/2/2020,10/11/2020,10/13/2020 8:38:00,1067,lv,Online,51,44,7,,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,TRUE,
SC,Morning Consult,,10/2/2020,10/11/2020,10/13/2020 8:38:00,903,lv,Online,42,54,-12,,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,TRUE,
MN,Morning Consult,,10/2/2020,10/11/2020,10/13/2020 8:38:00,898,lv,Online,50,44,6,,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,TRUE,
CO,Morning Consult,,10/2/2020,10/11/2020,10/13/2020 8:38:00,837,lv,Online,54,40,14,,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,TRUE,
FL,Florida Atlantic University,,10/9/2020,10/10/2020,10/13/2020 8:38:00,644,lv,IVR/Online,51,47,4,,,https://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/bepi-polls-2020/biden-edge-in-florida.php,TRUE,
WA,SurveyUSA,,10/8/2020,10/12/2020,10/12/2020 23:30:00,591,lv,Online,55,34,21,,,http://www.surveyusa.com/client/PollReport.aspx?g=544b4e4e-7820-4e83-b51a-41423dda3b8a,TRUE,
--,YouGov,Yahoo,10/9/2020,10/11/2020,10/12/2020 19:30:00,1366,lv,Online,51,43,8,,,https://news.yahoo.com/poll-as-opposition-to-trumps-pandemic-approach-grows-most-voters-want-senate-to-pass-stimulus-before-considering-barrett-195359351.html,TRUE,
PA,Ipsos,,10/6/2020,10/11/2020,10/12/2020 19:30:00,622,lv,Online,51,44,7,,,https://www.reuters.com/article/us-usa-election-battlegrounds-poll/reuters-ipsos-poll-shows-biden-lead-over-trump-growing-in-wisconsin-pennsylvania-idUSKBN26X2I8,TRUE,
WI,Ipsos,,10/6/2020,10/11/2020,10/12/2020 19:30:00,577,lv,Online,51,44,7,,,https://www.reuters.com/article/us-usa-election-battlegrounds-poll/reuters-ipsos-poll-shows-biden-lead-over-trump-growing-in-wisconsin-pennsylvania-idUSKBN26X2I8,TRUE,
--,RMG Research,,10/8/2020,10/10/2020,10/12/2020 14:45:00,1240,lv,Online,51,43,8,3,,https://justthenews.com/sites/default/files/2020-10/hrct.pdf,TRUE,
WI,NYT/Siena College,,10/8/2020,10/11/2020,10/12/2020 14:00:00,789,lv,Live Phone,51,41,10,3,,https://int.nyt.com/data/documenttools/miwi1020-crosstabs/b0a09cd1cd0048df/full.pdf,TRUE,
MI,NYT/Siena College,,10/6/2020,10/11/2020,10/12/2020 14:00:00,614,lv,Live Phone,48,40,8,2,,https://int.nyt.com/data/documenttools/miwi1020-crosstabs/b0a09cd1cd0048df/full.pdf,TRUE,
PA,Whitman Insight Strategies,,10/5/2020,10/9/2020,10/12/2020 14:00:00,517,lv,Live Phone,51,46,5,,,https://wins-csip.com/wp-content/uploads/2020/10/Whitman-Insight-Strategies-Pennsylvania-Likely-Voter-Survey-10.12.2020.pdf,TRUE,
--,USC Dornsife,,9/29/2020,10/11/2020,10/12/2020 9:00:00,5073,lv,Online,54,41,13,,,https://election.usc.edu/,TRUE,monday release
--,IBD/TIPP,,10/7/2020,10/11/2020,10/12/2020 9:00:00,1000,lv,Live Phone/Online,52,43,9,3,,https://www.investors.com/politics/ibd-tipp-presidential-election-tracking-poll-2020/,TRUE,monday release
MT,Public Policy Polling,,10/9/2020,10/1/2020,10/12/2020 9:00:00,798,rv,IVR,48,52,-4,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/10/MontanaOctober2020Poll.pdf,TRUE,
MI,YouGov,CBS News,10/6/2020,10/9/2020,10/11/2020 12:00:00,1190,lv,Online,52,46,6,,,https://drive.google.com/file/d/1ONr-7DegyuvciqdCL7TigWCIvJ1LbSbD/view,TRUE,
NV,YouGov,CBS News,10/6/2020,10/9/2020,10/11/2020 12:00:00,1036,lv,Online,52,46,6,,,https://drive.google.com/file/d/1YShdAgKUTTx0fqhTfEuDJ-zwnd7YgkpD/view,TRUE,
IA,YouGov,CBS News,10/6/2020,10/9/2020,10/11/2020 12:00:00,1035,lv,Online,49,49,0,,,https://drive.google.com/file/d/1j1ecxNthrVLwbSmV5eSUGdeuEilTgKkd/view,TRUE,
PA,Baldwin Wallace University,,9/30/2020,108/2020,10/11/2020 9:00:00,1140,lv,Online,50,45,5,1,,https://www.bw.edu/Assets/community-research-institute/10-2020-bw-gl-poll-4-final.pdf,TRUE,
MI,Baldwin Wallace University,,9/30/2020,108/2020,10/11/2020 9:00:00,1134,lv,Online,50,43,7,2,,https://www.bw.edu/Assets/community-research-institute/10-2020-bw-gl-poll-4-final.pdf,TRUE,
OH,Baldwin Wallace University,,9/30/2020,108/2020,10/11/2020 9:00:00,1009,lv,Online,45,47,-2,1,,https://www.bw.edu/Assets/community-research-institute/10-2020-bw-gl-poll-4-final.pdf,TRUE,
WI,Baldwin Wallace University,,9/30/2020,108/2020,10/11/2020 9:00:00,883,lv,Online,49,43,6,2,,https://www.bw.edu/Assets/community-research-institute/10-2020-bw-gl-poll-4-final.pdf,TRUE,
--,ABC News/Washington Post,,10/6/2020,10/9/2020,10/11/2020 9:00:00,752,lv,Live Phone,54,42,12,3,,https://www.langerresearch.com/wp-content/uploads/1218a12020ElectionUpdate.pdf,TRUE,
GA,Landmark Communications,,10/7/2020,10/7/2020,10/11/2020 9:00:00,600,lv,Live Phone,47,49,-2,1,,https://assets.documentcloud.org/documents/7224570/WSB-Landmark-Senate-Poll-10-9-20.pdf,TRUE,
GA,Public Policy Polling,,10/8/2020,10/9/2020,10/11/2020 9:00:00,528,rv,IVR,47,46,1,,,https://www.publicpolicypolling.com/polls/georgia-senate-races-look-runoff-bound/,TRUE,
FL,Redfield & Wilton Strategies,,10/4/2020,10/6/2020,10/9/2020 15:08:00,998,lv,Online,49,44,5,,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-4-7-october/?utm_source=rss&utm_medium=rss&utm_campaign=latest-us-swing-states-voting-intention-4-7-october,TRUE,
NC,Redfield & Wilton Strategies,,10/4/2020,10/6/2020,10/9/2020 15:08:00,938,lv,Online,49,44,5,,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-4-7-october/?utm_source=rss&utm_medium=rss&utm_campaign=latest-us-swing-states-voting-intention-4-7-october,TRUE,
PA,Redfield & Wilton Strategies,,10/4/2020,10/6/2020,10/9/2020 15:08:00,927,lv,Online,49,42,7,,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-4-7-october/?utm_source=rss&utm_medium=rss&utm_campaign=latest-us-swing-states-voting-intention-4-7-october,TRUE,
AZ,Redfield & Wilton Strategies,,10/4/2020,10/6/2020,10/9/2020 15:08:00,727,lv,Online,49,43,6,,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-4-7-october/?utm_source=rss&utm_medium=rss&utm_campaign=latest-us-swing-states-voting-intention-4-7-october,TRUE,
MI,Redfield & Wilton Strategies,,10/4/2020,10/6/2020,10/9/2020 15:08:00,700,lv,Online,50,42,8,,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-4-7-october/?utm_source=rss&utm_medium=rss&utm_campaign=latest-us-swing-states-voting-intention-4-7-october,TRUE,
WI,Redfield & Wilton Strategies,,10/4/2020,10/6/2020,10/9/2020 15:08:00,688,lv,Online,51,41,10,,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-4-7-october/?utm_source=rss&utm_medium=rss&utm_campaign=latest-us-swing-states-voting-intention-4-7-october,TRUE,
NJ,Fairleigh Dickinson University,,9/30/2020,10/5/2020,10/9/2020 15:08:00,582,lv,Online,53,38,15,,,http://publicmind.fdu.edu/2020/201009/final.pdf,TRUE,
AZ,Trafalgar Group,,10/6/2020,10/8/2020,10/9/2020 12:08:00,1087,lv,IVR,44,48,-4,2,,https://drive.google.com/file/d/1qUONKYDJqkz2Nk1F3BKTR_NW-wOqiZ9l/view,TRUE,
--,Ipsos,Reuters,10/6/2020,10/8/2020,10/9/2020 12:08:00,882,lv,Online,53,41,12,,,https://infogram.com/reutersipsos-poll-oct-8-1hdw2jnmxjqd4l0,TRUE,
--,Global Strategy Group,,10/2/2020,10/5/2020,10/9/2020 10:08:00,1011,rv,Online,52,44,8,,,https://navigatorresearch.org/wp-content/uploads/2020/10/Navigator-Full-Topline-F10.05.20.pdf,TRUE,
--,Pew Research Center,,9/30/2020,10/5/2020,10/9/2020 8:08:00,10543,rv,Online,52,42,10,,,https://www.pewresearch.org/politics/2020/10/09/amid-campaign-turmoil-biden-holds-wide-leads-on-coronavirus-unifying-the-country/?utm_content=bufferb1a83&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,TRUE,
GA,University of Georgia,AJC,9/27/2020,10/6/2020,10/9/2020 8:08:00,1106,rv,Live Phone,46,48,-2,,,https://s.wsj.net/public/resources/documents/spia-election-survey-10-08-2020.pdf,TRUE,
TX,YouGov,University of Texas / Texas Tribune,9/25/2020,10/4/2020,10/9/2020 8:08:00,908,lv,Online,45,50,-5,4,,https://static.texastribune.org/media/files/922524cf3ab155eb04b70075f96948ab/uttt-2020-10-day1topline.pdf?_ga=2.167788513.1578857801.1602243186-1274457702.1602243185,TRUE,
NH,Saint Anselm College,,10/1/2020,10/4/2020,10/8/2020 16:32:00,1147,lv,Online,53,41,12,,,https://www.anselm.edu/sites/default/files/Documents/NHIOP/Polls/October%202020%20FullResults.pdf,TRUE,
TX,Public Policy Polling,,10/7/2020,10/8/2020,10/8/2020 16:32:00,612,rv,IVR,50,49,1,,,https://www.texasdemocrats.org/wp-content/uploads/2020/09/TexasResults-2.pdf,TRUE,
--,Data for Progress,,10/6/2020,10/6/2020,10/8/2020 10:32:00,863,lv,Online,56,41,15,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit#gid=0,TRUE,
SC,GBAO,,9/24/2020,9/28/2020,10/8/2020 10:32:00,800,lv,Live Phone,44,49,-5,,,https://twitter.com/MadelainePisani/status/1314190645880328194?s=20,TRUE,
MD,Goucher College,,9/30/2020,10/4/2020,10/8/2020 10:32:00,776,lv,Live Phone,61,30,31,4,,https://www.goucher.edu/hughes-center/documents/Goucher-College-Poll-Oct-2020-Part-1.pdf,TRUE,
TX,Data for Progress,,9/30/2020,10/5/2020,10/7/2020 20:10:00,1949,lv,Online,47,45,2,3,,https://filesforprogress.org/memos/2020-senate-project/week-3/TX.pdf,TRUE,
NC,Data for Progress,,9/30/2020,10/5/2020,10/7/2020 20:10:00,1285,lv,Online,51,44,7,2,,https://filesforprogress.org/memos/2020-senate-project/week-3/NC.pdf,TRUE,
--,Fox News/Beacon Research/Shaw & Co. Research,,10/3/2020,10/6/2020,10/7/2020 20:10:00,1012,lv,Live Phone,53,43,10,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/10/Fox_October-3-6-2020_Complete_National_Topline_October-7-Release.pdf,TRUE,
--,Saint Leo University,,9/27/2020,10/2/2020,10/7/2020 20:10:00,947,lv,Online,52,38,14,,,http://polls.saintleo.edu/new-saint-leo-u-survey-results-show-biden-ahead-of-trump-by-nearly-14-percentage-points-nationally-before-trumps-covid-diagnosis/,TRUE,
MN,SurveyUSA,,10/1/2020,10/6/2020,10/7/2020 20:10:00,929,lv,Online,47,40,7,,,https://www.kaaltv.com/minnesota-news/minnesota-survey-usa-poll-elections-biden-up-7-points/5886995/,TRUE,
MT,Data for Progress,,9/30/2020,10/5/2020,10/7/2020 20:10:00,737,lv,Online,43,49,-6,3,,https://filesforprogress.org/memos/2020-senate-project/week-3/MT.pdf,TRUE,
FL,Saint Leo University,,9/27/2020,10/2/2020,10/7/2020 20:10:00,489,lv,Online,50,44,6,,,http://polls.saintleo.edu/new-saint-leo-u-survey-results-show-biden-ahead-of-trump-by-nearly-14-percentage-points-nationally-before-trumps-covid-diagnosis/,TRUE,
AZ,Ipsos,Reuters,9/29/2020,10/7/2020,10/7/2020 14:52:00,640,lv,Online,48,46,2,,,https://graphics.reuters.com/USA-ELECTION/BATTLEGROUNDS/nmopawwakpa/index.html,TRUE,
FL,Ipsos,Ipsos,9/29/2020,10/7/2020,10/7/2020 14:52:00,640,lv,Online,49,45,4,,,https://graphics.reuters.com/USA-ELECTION/BATTLEGROUNDS/nmopawwakpa/index.html,TRUE,
FL,Quinnipiac University,,10/1/2020,10/5/2020,10/7/2020 14:18:00,1256,lv,Live Phone,51,40,11,,,https://poll.qu.edu/florida/release-detail?ReleaseID=3678,TRUE,
PA,Quinnipiac University,,10/1/2020,10/5/2020,10/7/2020 14:18:00,1211,lv,Live Phone,54,41,13,,,https://poll.qu.edu/florida/release-detail?ReleaseID=3678,TRUE,
IA,Quinnipiac University,,10/1/2020,10/5/2020,10/7/2020 14:18:00,1205,lv,Live Phone,50,45,5,,,https://poll.qu.edu/florida/release-detail?ReleaseID=3678,TRUE,
WI,Marquette University Law School,,9/30/2020,10/4/2020,10/7/2020 13:18:00,700,lv,Live Phone,46,41,5,4,,https://twitter.com/MULawPoll/status/1313891408521068544,TRUE,
OH,NYT/Siena College,,10/2/2020,10/6/2020,10/7/2020 13:18:00,661,lv,Live Phone,45,44,1,3,,https://int.nyt.com/data/documenttools/oh-nv-crosstabs/d91c22da8b8953eb/full.pdf,TRUE,
NV,NYT/Siena College,,10/2/2020,10/6/2020,10/7/2020 13:18:00,660,lv,Live Phone,48,42,6,3,,https://int.nyt.com/data/documenttools/oh-nv-crosstabs/d91c22da8b8953eb/full.pdf,TRUE,
